Created on 04-26-2020,https://www.CryptoDataDownload.com,,,,,,
Date,Symbol,Open,High,Low,Close,Volume XRP,Volume USD
6/26/2019,XRPUSD,0.4661,0.495,0.39,0.4627,52225039.65,24625741.31
6/25/2019,XRPUSD,0.4724,0.4751,0.4549,0.4661,19147413.45,8915526.49
6/24/2019,XRPUSD,0.4661,0.4743,0.4455,0.4724,16785730.38,7711023.77
6/23/2019,XRPUSD,0.474,0.4883,0.4594,0.4661,17257003.56,8195656.97
6/22/2019,XRPUSD,0.445,0.5086,0.4422,0.474,38332511.02,18055101.34
6/21/2019,XRPUSD,0.43,0.45,0.43,0.445,14264455.28,6283873.68
6/20/2019,XRPUSD,0.4349,0.4363,0.4213,0.43,13451052.19,5765169.5
6/19/2019,XRPUSD,0.4271,0.4391,0.4244,0.4349,12034879.53,5192378.67
6/18/2019,XRPUSD,0.4477,0.4558,0.4174,0.4271,24786998.36,10795847.99
6/17/2019,XRPUSD,0.429,0.4629,0.4268,0.4477,23087300.98,10220376.09
6/16/2019,XRPUSD,0.411,0.442,0.4085,0.429,24279409.31,10310075.54
6/15/2019,XRPUSD,0.4039,0.4141,0.4028,0.411,7788309.02,3183227.16
6/14/2019,XRPUSD,0.3997,0.4057,0.392,0.4039,10484785.21,4166984.71
6/13/2019,XRPUSD,0.4029,0.41,0.3953,0.3997,9622552.42,3871680.68
6/12/2019,XRPUSD,0.3939,0.4047,0.3886,0.4029,12221802.57,4844243.31
6/11/2019,XRPUSD,0.4014,0.4039,0.3832,0.3939,11628816.49,4554377.15
6/10/2019,XRPUSD,0.3854,0.405,0.3802,0.4014,17786405.72,7022046.86
6/9/2019,XRPUSD,0.4084,0.4115,0.3682,0.3854,23692762.22,9172100.6
6/8/2019,XRPUSD,0.4209,0.4228,0.4025,0.4084,8153507.44,3356791.17
6/7/2019,XRPUSD,0.4203,0.432,0.4157,0.4209,15878006.99,6709193.92
6/6/2019,XRPUSD,0.4009,0.4269,0.3916,0.4203,24559412.15,10084192.81
6/5/2019,XRPUSD,0.3975,0.406,0.3879,0.4009,19774002.47,7892897.23
6/4/2019,XRPUSD,0.4177,0.4435,0.384,0.3975,34883999.04,14020166.23
6/3/2019,XRPUSD,0.4451,0.4646,0.4172,0.4177,31575566.08,13916717.56
6/2/2019,XRPUSD,0.4293,0.4475,0.4284,0.4451,10302319.98,4531988.14
6/1/2019,XRPUSD,0.4384,0.4417,0.4174,0.4293,12689401.51,5473647.75
5/31/2019,XRPUSD,0.419,0.4415,0.4061,0.4384,18649254.1,7884781.5
5/30/2019,XRPUSD,0.4443,0.478,0.4,0.419,52378414.45,23254576.73
5/29/2019,XRPUSD,0.4491,0.4575,0.4203,0.4443,23824408.86,10560750.93
5/28/2019,XRPUSD,0.4344,0.46,0.39,0.4491,37790360.19,16515093.02
5/27/2019,XRPUSD,0.41,0.4477,0.4064,0.4344,27066491.2,11443052.59
5/26/2019,XRPUSD,0.3878,0.4158,0.3763,0.41,20564751.71,8154479.49
5/25/2019,XRPUSD,0.384,0.398,0.3823,0.3878,6953240.87,2698821.7
5/24/2019,XRPUSD,0.3801,0.3955,0.3715,0.384,18773787.22,7278225.2
5/23/2019,XRPUSD,0.3719,0.3849,0.3612,0.3801,18889999.53,7046015.09
5/22/2019,XRPUSD,0.3975,0.4134,0.3647,0.3719,25573016.95,9915269.73
5/21/2019,XRPUSD,0.3997,0.4092,0.3877,0.3975,14188255.25,5645081.79
5/20/2019,XRPUSD,0.4188,0.4188,0.38,0.3997,21565882.62,8573060.62
5/19/2019,XRPUSD,0.3721,0.4297,0.3705,0.4188,27071364.13,10970963.23
5/18/2019,XRPUSD,0.3903,0.395,0.3632,0.3721,14084000.97,5329660.82
5/17/2019,XRPUSD,0.4201,0.425,0.358,0.3903,51478469.02,19562767.99
5/16/2019,XRPUSD,0.4594,0.48,0.374,0.4201,60161387.54,25827378.82
5/15/2019,XRPUSD,0.4085,0.469,0.4069,0.4594,64815991.27,28124077.11
5/14/2019,XRPUSD,0.3243,0.4244,0.323,0.4085,106362781.7,41315084.39
5/13/2019,XRPUSD,0.3107,0.3321,0.3077,0.3243,22972118.25,7476049.36
5/12/2019,XRPUSD,0.3226,0.3315,0.3021,0.3107,24433328.42,7709366.09
5/11/2019,XRPUSD,0.2977,0.341,0.297,0.3226,31099077.92,9928138.55
5/10/2019,XRPUSD,0.2931,0.301,0.2903,0.2977,8217223.49,2433833
5/9/2019,XRPUSD,0.297,0.2997,0.2901,0.2931,4493863.2,1324633.9
5/8/2019,XRPUSD,0.2936,0.2989,0.2912,0.297,3852443.39,1139154.77
5/7/2019,XRPUSD,0.3,0.304,0.3,0.3015,1765519.35,533956.78
5/6/2019,XRPUSD,0.2973,0.3062,0.2916,0.3,7160349.28,2138205.03
5/5/2019,XRPUSD,0.2998,0.3011,0.2955,0.2973,2960462.1,882995.91
5/4/2019,XRPUSD,0.3021,0.3125,0.2946,0.2998,7385938.68,2226029.44
5/3/2019,XRPUSD,0.2966,0.3074,0.2949,0.3021,7059520.62,2129234.87
5/2/2019,XRPUSD,0.2992,0.3017,0.295,0.2966,3431215.42,1023173.44
5/1/2019,XRPUSD,0.3051,0.309,0.2956,0.2992,6892426.56,2073275.98
4/30/2019,XRPUSD,0.2879,0.3084,0.2876,0.3051,13053864.58,3947393.66
4/29/2019,XRPUSD,0.2908,0.2949,0.2836,0.2879,7783059.1,2249800
4/28/2019,XRPUSD,0.2922,0.2955,0.2876,0.2908,4073342.35,1187157.35
4/27/2019,XRPUSD,0.2938,0.296,0.2903,0.2922,3449016.18,1007881.56
4/26/2019,XRPUSD,0.2864,0.2953,0.2822,0.2938,9355391.03,2700663.18
4/25/2019,XRPUSD,0.301,0.308,0.2796,0.2864,13324626.45,3903143.57
4/24/2019,XRPUSD,0.3201,0.3215,0.2902,0.301,21875979.07,6604509.26
4/23/2019,XRPUSD,0.3241,0.3283,0.3201,0.3201,7860715.13,2554047.38
4/22/2019,XRPUSD,0.3218,0.3327,0.3185,0.3241,8078370.68,2630370.89
4/21/2019,XRPUSD,0.3281,0.3296,0.3176,0.3218,7724450.04,2478071.14
4/20/2019,XRPUSD,0.332,0.3344,0.3231,0.3281,4498640.58,1487259.29
4/19/2019,XRPUSD,0.3365,0.3365,0.3272,0.332,4245799.54,1405509.08
4/18/2019,XRPUSD,0.3353,0.3488,0.3338,0.3365,8526989.47,2896665.17
4/17/2019,XRPUSD,0.3256,0.3419,0.3207,0.3353,17017680.92,5605211.02
4/16/2019,XRPUSD,0.3193,0.3266,0.3159,0.3256,5531368.57,1778001.1
4/15/2019,XRPUSD,0.3295,0.3326,0.3134,0.3193,7492364.87,2413557.66
4/14/2019,XRPUSD,0.3261,0.331,0.322,0.3295,2658630.65,867227.76
4/13/2019,XRPUSD,0.3256,0.3369,0.3225,0.3261,5217418.36,1714733.08
4/12/2019,XRPUSD,0.3295,0.3303,0.318,0.3256,6871224.52,2227675.19
4/11/2019,XRPUSD,0.3542,0.3548,0.322,0.3295,18844387.63,6319860.24
4/10/2019,XRPUSD,0.35,0.3611,0.349,0.3542,6759783.64,2406435.22
4/9/2019,XRPUSD,0.3588,0.3591,0.3487,0.35,5190583.09,1831573.03
4/8/2019,XRPUSD,0.3629,0.3704,0.3495,0.3588,10966445.83,3941165.64
4/7/2019,XRPUSD,0.3525,0.3659,0.3509,0.3629,6373919.49,2292863.39
4/6/2019,XRPUSD,0.3637,0.3637,0.3476,0.3525,11433406.43,4072874.64
4/5/2019,XRPUSD,0.3307,0.3791,0.3307,0.3637,28859553.26,10496377.95
4/4/2019,XRPUSD,0.3421,0.3492,0.3256,0.3307,14951556.05,5041491.37
4/3/2019,XRPUSD,0.3533,0.375,0.328,0.3421,40384213.3,14464849.98
4/2/2019,XRPUSD,0.3121,0.36,0.311,0.3533,44820144.28,15081460.79
4/1/2019,XRPUSD,0.3081,0.3134,0.3071,0.3121,3139744.47,976665.18
3/19/2019,XRPUSD,0.313,0.3138,0.3127,0.3128,202267.7,63318.45
3/18/2019,XRPUSD,0.3142,0.3182,0.3105,0.313,3897369.14,1221347.81
3/17/2019,XRPUSD,0.3177,0.3177,0.3128,0.3142,2748480.47,864692.83
3/16/2019,XRPUSD,0.3129,0.32,0.3024,0.3177,12358558.99,3911244.96
3/15/2019,XRPUSD,0.3096,0.3155,0.3086,0.3129,3131293.3,977560.24
3/14/2019,XRPUSD,0.3129,0.3145,0.306,0.3096,5885098.14,1819300.59
3/13/2019,XRPUSD,0.3085,0.3246,0.3061,0.3129,8260509.44,2600232.57
3/12/2019,XRPUSD,0.3088,0.3099,0.3044,0.3085,4247735.85,1306416.05
3/11/2019,XRPUSD,0.3116,0.3129,0.307,0.3088,6449818.78,1987397.8
3/10/2019,XRPUSD,0.312,0.3159,0.3077,0.3116,6429295.21,2000382.24
3/9/2019,XRPUSD,0.3062,0.3167,0.3055,0.312,5149131.34,1608858.2
3/8/2019,XRPUSD,0.3113,0.3141,0.302,0.3062,5874233.51,1810735.27
3/7/2019,XRPUSD,0.3156,0.3177,0.3108,0.3113,7456015.96,2334231.62
3/6/2019,XRPUSD,0.3142,0.3197,0.3088,0.3156,8595219.39,2701782.72
3/5/2019,XRPUSD,0.3007,0.317,0.3002,0.3142,9081757.48,2821108.16
3/4/2019,XRPUSD,0.3094,0.3105,0.2972,0.3007,8435190.2,2554906.77
3/3/2019,XRPUSD,0.3131,0.3144,0.3067,0.3094,4464141.28,1384964.16
3/2/2019,XRPUSD,0.3145,0.3164,0.3083,0.3131,4903326.64,1533254.35
3/1/2019,XRPUSD,0.3127,0.3233,0.3103,0.3145,10982699.42,3489680.76
2/28/2019,XRPUSD,0.3092,0.3157,0.3051,0.3127,9299314.06,2885964.75
2/27/2019,XRPUSD,0.3153,0.3175,0.2981,0.3092,9913091.26,3062186.94
2/26/2019,XRPUSD,0.3265,0.334,0.3123,0.3153,11983073.33,3827910.37
2/25/2019,XRPUSD,0.2966,0.3389,0.296,0.3265,24791417.05,7976761.48
2/24/2019,XRPUSD,0.3315,0.3419,0.2941,0.2966,25325637.51,7874977.48
2/23/2019,XRPUSD,0.3191,0.3337,0.3158,0.3315,9329999.86,3039385.52
2/22/2019,XRPUSD,0.317,0.3207,0.3128,0.3191,4993184.38,1585454.72
2/21/2019,XRPUSD,0.3293,0.33,0.3138,0.317,11158724.58,3549654.18
2/20/2019,XRPUSD,0.3212,0.3335,0.3165,0.3293,11741767.6,3818361.52
2/19/2019,XRPUSD,0.3195,0.346,0.318,0.3212,21906117.94,7256808.74
2/18/2019,XRPUSD,0.3,0.3285,0.2976,0.3195,22477104.28,7029221.16
2/17/2019,XRPUSD,0.298,0.3035,0.294,0.3,6020347.18,1798180.41
2/16/2019,XRPUSD,0.2989,0.3004,0.2972,0.298,3222022.63,963750.11
2/15/2019,XRPUSD,0.2978,0.3035,0.2937,0.2989,6351871.64,1892153.11
2/14/2019,XRPUSD,0.301,0.3023,0.2971,0.2978,4880256.56,1463988.95
2/13/2019,XRPUSD,0.3011,0.3094,0.2978,0.301,7845375.6,2373523
2/12/2019,XRPUSD,0.2987,0.304,0.2939,0.3011,8362374.22,2496880.63
2/11/2019,XRPUSD,0.3068,0.3074,0.2977,0.2987,5327991.23,1599552.15
2/10/2019,XRPUSD,0.309,0.309,0.296,0.3068,9175051.22,2763590.45
2/9/2019,XRPUSD,0.3082,0.3125,0.3043,0.309,8979591.55,2768870.15
2/8/2019,XRPUSD,0.2883,0.3199,0.2863,0.3082,18868470.56,5722065.7
2/7/2019,XRPUSD,0.2862,0.2905,0.2852,0.2883,5081270.15,1463808.59
2/6/2019,XRPUSD,0.2958,0.2973,0.285,0.2862,12239293.53,3545726.26
2/5/2019,XRPUSD,0.2948,0.2988,0.2928,0.2958,3803028.63,1121082.36
2/4/2019,XRPUSD,0.2984,0.3016,0.2938,0.2948,4413500.14,1314672.02
2/3/2019,XRPUSD,0.3068,0.309,0.294,0.2984,5059869.39,1524444.17
2/2/2019,XRPUSD,0.304,0.3111,0.3018,0.3068,4942766.66,1507799.83
2/1/2019,XRPUSD,0.3065,0.309,0.2932,0.304,10790164.63,3247379.84
1/31/2019,XRPUSD,0.3188,0.3338,0.3015,0.3065,15463606.74,4868500.46
1/30/2019,XRPUSD,0.2856,0.3239,0.2828,0.3188,20460157.21,6351791.3
1/29/2019,XRPUSD,0.2926,0.2942,0.2806,0.2856,7319767.81,2105846.29
1/28/2019,XRPUSD,0.305,0.3056,0.2773,0.2926,12208435.21,3542839.21
1/27/2019,XRPUSD,0.3116,0.3127,0.302,0.305,2450164.7,752449.1
1/26/2019,XRPUSD,0.3134,0.318,0.3111,0.3116,3462251.49,1088047.08
1/25/2019,XRPUSD,0.3152,0.317,0.3097,0.3134,4322112.76,1353359.91
1/24/2019,XRPUSD,0.3146,0.3184,0.3123,0.3152,3234852.16,1019640.04
1/23/2019,XRPUSD,0.318,0.3199,0.3125,0.3146,3973638.58,1256869.15
1/22/2019,XRPUSD,0.3179,0.3229,0.3046,0.318,5784626.14,1829601.2
1/21/2019,XRPUSD,0.3168,0.3218,0.3131,0.3179,2413185.02,765024.73
1/20/2019,XRPUSD,0.3284,0.33,0.31,0.3168,5959779.15,1899810.76
1/19/2019,XRPUSD,0.3214,0.3353,0.3209,0.3284,5641507.79,1853795.99
1/18/2019,XRPUSD,0.3269,0.3275,0.3174,0.3214,5299030.55,1705596.62
1/17/2019,XRPUSD,0.3279,0.3297,0.321,0.3269,4750410.53,1545264.86
1/16/2019,XRPUSD,0.3241,0.3342,0.3228,0.3279,6962051.14,2271733.53
1/15/2019,XRPUSD,0.332,0.335,0.3195,0.3241,7041270.65,2305513.02
1/14/2019,XRPUSD,0.3141,0.3386,0.3141,0.332,9248300.58,3035539.44
1/13/2019,XRPUSD,0.3284,0.332,0.311,0.3141,7116504.91,2261137
1/12/2019,XRPUSD,0.3291,0.3352,0.3245,0.3284,3062365.31,1007193.82
1/11/2019,XRPUSD,0.3279,0.3356,0.3224,0.3291,7587590.45,2502088.42
1/10/2019,XRPUSD,0.3678,0.3822,0.3168,0.3279,27518711.73,9504830.8
1/9/2019,XRPUSD,0.3641,0.3715,0.3589,0.3678,7095695.54,2593171.61
1/8/2019,XRPUSD,0.3628,0.371,0.358,0.3641,6855171.11,2487257.94
1/7/2019,XRPUSD,0.3649,0.376,0.358,0.3628,9177530.13,3369015.12
1/6/2019,XRPUSD,0.3511,0.369,0.347,0.3649,8546621.02,3078164.47
1/5/2019,XRPUSD,0.3563,0.3616,0.3472,0.3511,5273660.89,1875962.77
1/4/2019,XRPUSD,0.3542,0.3604,0.3461,0.3563,5283005.64,1868444.29
1/3/2019,XRPUSD,0.3716,0.3716,0.3492,0.3542,7812063.77,2811327.96
1/2/2019,XRPUSD,0.3632,0.3775,0.3563,0.3716,10137536.67,3704854.85
1/1/2019,XRPUSD,0.3478,0.3638,0.344,0.3632,8144384.01,2881626.88
12/31/2018,XRPUSD,0.3676,0.3728,0.3438,0.3478,9335400.52,3327225.28
12/30/2018,XRPUSD,0.3588,0.3691,0.3514,0.3676,7372145.32,2669919.82
12/29/2018,XRPUSD,0.3748,0.3837,0.356,0.3588,9812809.59,3644022.31
12/28/2018,XRPUSD,0.3358,0.3802,0.333,0.3748,13977316.78,5019875.19
12/27/2018,XRPUSD,0.3756,0.3769,0.3286,0.3358,10303277.81,3643118.47
12/26/2018,XRPUSD,0.3792,0.391,0.356,0.3756,10752595.25,4004569.49
12/25/2018,XRPUSD,0.4033,0.4056,0.3631,0.3792,16296559.14,6151636.36
12/24/2018,XRPUSD,0.3681,0.452,0.3681,0.4033,24322676.64,10120027.98
12/23/2018,XRPUSD,0.36,0.385,0.3577,0.3681,6621290.15,2433566.69
12/22/2018,XRPUSD,0.3543,0.3626,0.345,0.36,7883343.9,2777066.19
12/21/2018,XRPUSD,0.3747,0.3844,0.3493,0.3543,10642186.48,3881473.45
12/20/2018,XRPUSD,0.347,0.3888,0.3418,0.3747,14006499.33,5185153.78
12/19/2018,XRPUSD,0.3504,0.3943,0.341,0.347,20447671.65,7490939.25
12/18/2018,XRPUSD,0.3261,0.3504,0.3212,0.3504,10323258.83,3448865.54
12/17/2018,XRPUSD,0.2829,0.3366,0.2819,0.3261,14349333.76,4526312.96
12/16/2018,XRPUSD,0.2812,0.292,0.2812,0.2829,2190998.35,627752.72
12/15/2018,XRPUSD,0.2845,0.2876,0.2775,0.2812,5674089.01,1592724.1
12/14/2018,XRPUSD,0.2956,0.2961,0.28,0.2845,6965337.53,2003814.5
12/13/2018,XRPUSD,0.3036,0.3044,0.2923,0.2956,3714583.29,1108091.85
12/12/2018,XRPUSD,0.2962,0.3091,0.2947,0.3036,5088681.08,1536757.42
12/11/2018,XRPUSD,0.2971,0.3069,0.2915,0.2968,4137056,1226251.92
12/10/2018,XRPUSD,0.3083,0.312,0.2911,0.2971,6406100.35,1917696.82
12/9/2018,XRPUSD,0.301,0.3179,0.2964,0.3083,4801844.03,1468136.97
12/8/2018,XRPUSD,0.299,0.3194,0.2895,0.301,7214402.99,2192848.93
12/7/2018,XRPUSD,0.303,0.3102,0.286,0.299,14746841.2,4389186.57
12/6/2018,XRPUSD,0.332,0.3407,0.301,0.303,12224049.59,3951401.4
12/5/2018,XRPUSD,0.3479,0.3487,0.331,0.332,5082472.86,1722935.29
12/4/2018,XRPUSD,0.3429,0.3599,0.3338,0.3479,12414304.33,4321768.33
12/3/2018,XRPUSD,0.364,0.3647,0.3397,0.3429,10056208.88,3499128.55
12/2/2018,XRPUSD,0.3681,0.3753,0.3597,0.364,3906801.67,1427421.79
12/1/2018,XRPUSD,0.3587,0.375,0.3512,0.3681,3991484.25,1458578.6
11/30/2018,XRPUSD,0.3768,0.38,0.35,0.3575,6780360.09,2450842.25
11/29/2018,XRPUSD,0.3885,0.3919,0.367,0.3768,8446313.3,3197190.12
11/28/2018,XRPUSD,0.356,0.4011,0.3559,0.3885,13414535.35,5097633.59
11/27/2018,XRPUSD,0.3507,0.3658,0.3354,0.356,8813916.39,3068998.76
11/26/2018,XRPUSD,0.3681,0.3844,0.3303,0.3507,18935851.38,6745750.37
11/25/2018,XRPUSD,0.365,0.3832,0.3123,0.3681,24471135.08,8401677.32
11/24/2018,XRPUSD,0.4017,0.413,0.3545,0.365,14420833.39,5491926.31
11/23/2018,XRPUSD,0.4166,0.4231,0.3872,0.4017,15982872.28,6435506.56
11/22/2018,XRPUSD,0.4421,0.4445,0.4142,0.4166,6473379.08,2796219.57
11/21/2018,XRPUSD,0.4235,0.5,0.404,0.4421,16412372.49,7078168.34
11/20/2018,XRPUSD,0.4657,0.493,0.4009,0.4235,33253209.28,14740183.88
11/19/2018,XRPUSD,0.5065,0.5065,0.4599,0.4657,18851311.28,9052975.69
11/18/2018,XRPUSD,0.487,0.5185,0.4858,0.5065,8873154.85,4459837.34
11/17/2018,XRPUSD,0.4659,0.4986,0.4606,0.487,6484414.38,3094729.1
11/16/2018,XRPUSD,0.4747,0.4832,0.4574,0.4659,12317248.22,5773092.3
11/15/2018,XRPUSD,0.4579,0.4786,0.4132,0.4747,26813656.4,12076517.33
11/14/2018,XRPUSD,0.5011,0.5036,0.402,0.4579,27503740.25,12385723.7
11/13/2018,XRPUSD,0.5141,0.5208,0.497,0.5011,6121559.72,3126905.33
11/12/2018,XRPUSD,0.5019,0.5255,0.497,0.5141,5575689.38,2853653.17
11/11/2018,XRPUSD,0.5014,0.5054,0.492,0.5019,3726755.37,1864196.48
11/10/2018,XRPUSD,0.4975,0.5095,0.4963,0.5014,3309582.51,1665961.53
11/9/2018,XRPUSD,0.491,0.515,0.4866,0.4975,8125798.38,4058469.59
11/8/2018,XRPUSD,0.5351,0.54,0.486,0.491,12695782.05,6456321.23
11/7/2018,XRPUSD,0.5502,0.5507,0.5204,0.5351,8477429.26,4530273.41
11/6/2018,XRPUSD,0.4965,0.562,0.4965,0.5502,20128199.94,10621344.14
11/5/2018,XRPUSD,0.4664,0.5,0.4589,0.4965,11443605.37,5471855.8
11/4/2018,XRPUSD,0.4537,0.4755,0.447,0.4664,7601826.41,3520165.41
11/3/2018,XRPUSD,0.456,0.4572,0.4513,0.4537,2119337.85,962679.92
11/2/2018,XRPUSD,0.456,0.463,0.4543,0.456,6538043.89,2997716.09
11/1/2018,XRPUSD,0.45,0.4578,0.4465,0.456,4358343.44,1965634.44
10/31/2018,XRPUSD,0.4436,0.4577,0.4333,0.45,5901806.03,2622450.45
10/30/2018,XRPUSD,0.4397,0.4478,0.4376,0.4436,4417939.19,1954653.63
10/29/2018,XRPUSD,0.46,0.46,0.4263,0.4397,8622324.72,3800554.89
10/28/2018,XRPUSD,0.4537,0.46,0.4527,0.46,3709404.44,1690941.45
10/27/2018,XRPUSD,0.4575,0.4583,0.4503,0.4537,2705488.68,1227747.52
10/26/2018,XRPUSD,0.4537,0.4592,0.4488,0.4575,4595866.17,2090732.85
10/25/2018,XRPUSD,0.4543,0.462,0.4478,0.4537,5438953.58,2468481.07
10/24/2018,XRPUSD,0.4593,0.4662,0.45,0.4543,3581500.45,1641722.29
10/23/2018,XRPUSD,0.4508,0.4742,0.432,0.4593,7873277.63,3530486.63
10/22/2018,XRPUSD,0.4538,0.4568,0.444,0.4508,2753289.3,1239904.69
10/21/2018,XRPUSD,0.4557,0.4606,0.4512,0.4538,1723617.19,786912.93
10/20/2018,XRPUSD,0.4499,0.46,0.4462,0.4557,2568392.35,1167870.39
10/19/2018,XRPUSD,0.4551,0.4553,0.4437,0.4499,3889343.65,1745986.88
10/18/2018,XRPUSD,0.464,0.4722,0.44,0.4551,7679767.35,3493385.26
10/17/2018,XRPUSD,0.4637,0.4748,0.4522,0.464,7323994.42,3385832.13
10/16/2018,XRPUSD,0.4393,0.4393,0.4385,0.4385,0,0
10/15/2018,XRPUSD,0.3982,0.471,0.388,0.4393,18898838.72,8226656.95
10/14/2018,XRPUSD,0.4127,0.4224,0.3932,0.3982,3591333.09,1469199.04
10/13/2018,XRPUSD,0.4123,0.4261,0.4082,0.4127,4138314.39,1720227.57
10/12/2018,XRPUSD,0.3748,0.4392,0.3715,0.4123,10141137.41,4201556.35
10/11/2018,XRPUSD,0.4589,0.4589,0.2843,0.3748,21975860.41,8803124.27
10/10/2018,XRPUSD,0.4775,0.4775,0.45,0.4589,5081566.7,2347706.18
10/9/2018,XRPUSD,0.4874,0.49,0.4675,0.4775,3616405.69,1724104.88
10/8/2018,XRPUSD,0.4796,0.5,0.4759,0.4874,8956264.64,4367258.17
10/7/2018,XRPUSD,0.4819,0.4878,0.4659,0.4796,4554493.45,2159382.67
10/6/2018,XRPUSD,0.5171,0.5185,0.4615,0.4819,8246771.85,4019436.83
10/5/2018,XRPUSD,0.5255,0.5297,0.5038,0.5171,5050059.71,2607315.49
10/4/2018,XRPUSD,0.5253,0.5463,0.5226,0.5255,4766399.54,2544886.7
10/3/2018,XRPUSD,0.5136,0.5347,0.5019,0.5253,8320674.41,4319797.64
10/2/2018,XRPUSD,0.5745,0.5788,0.51,0.5136,8742917.08,4813374.72
10/1/2018,XRPUSD,0.5792,0.6045,0.532,0.5745,18368266.34,10384700.89
9/30/2018,XRPUSD,0.5678,0.619,0.5551,0.5792,11882745.25,7004609.94
9/29/2018,XRPUSD,0.5398,0.594,0.5249,0.5678,11321144.61,6334584.79
9/28/2018,XRPUSD,0.5438,0.55,0.515,0.5398,9014571.1,4819035.17
9/27/2018,XRPUSD,0.512,0.557,0.5056,0.5438,9915853.98,5271324.98
9/26/2018,XRPUSD,0.5246,0.5739,0.4829,0.512,25320234.5,13395720.16
9/25/2018,XRPUSD,0.4924,0.55,0.4335,0.5246,25853010.19,12225646.67
9/24/2018,XRPUSD,0.572,0.5833,0.481,0.4924,18199298.9,9450874.58
9/23/2018,XRPUSD,0.573,0.597,0.5562,0.572,9946159.11,5718491.59
9/22/2018,XRPUSD,0.5641,0.6287,0.4889,0.573,27678399.38,15471735.95
9/21/2018,XRPUSD,0.4482,0.8,0.4256,0.5641,64345959.38,36484815.76
9/20/2018,XRPUSD,0.3269,0.4917,0.3214,0.4482,25212711.44,10153191.47
9/19/2018,XRPUSD,0.3184,0.335,0.3104,0.3269,9100070.9,2937980.71
9/18/2018,XRPUSD,0.2708,0.3351,0.2697,0.3184,14071618.03,4354765.31
9/17/2018,XRPUSD,0.281,0.2829,0.2661,0.2708,6563941.01,1796487.5
9/16/2018,XRPUSD,0.2816,0.2818,0.2727,0.281,1182226.58,328496.5
9/15/2018,XRPUSD,0.2756,0.2842,0.2756,0.2816,1769006.9,495245.47
9/14/2018,XRPUSD,0.2786,0.2847,0.2725,0.2756,8279387.35,2307924.41
9/13/2018,XRPUSD,0.2694,0.286,0.267,0.2786,7449882.53,2069484.69
9/12/2018,XRPUSD,0.2622,0.2732,0.2536,0.2694,7857542.14,2054898.25
9/11/2018,XRPUSD,0.2695,0.2743,0.249,0.2622,8652064.78,2245913.83
9/10/2018,XRPUSD,0.2749,0.2816,0.2599,0.2695,5815927.08,1563857.78
9/9/2018,XRPUSD,0.2766,0.2907,0.2708,0.2749,5522636.38,1563255.08
9/8/2018,XRPUSD,0.287,0.2926,0.2686,0.2766,5487256.4,1522322.24
9/7/2018,XRPUSD,0.3007,0.3033,0.2811,0.287,4768996.97,1393873.09
9/6/2018,XRPUSD,0.2787,0.304,0.2668,0.3007,14216727.75,4058131.1
9/5/2018,XRPUSD,0.3306,0.3337,0.2767,0.2787,14941535.89,4463038.26
9/4/2018,XRPUSD,0.335,0.34,0.3285,0.3306,1773319.24,591997.02
9/3/2018,XRPUSD,0.341,0.3427,0.3328,0.335,2019126.8,679953.47
9/2/2018,XRPUSD,0.3464,0.3492,0.3354,0.341,3416638.17,1167993
9/1/2018,XRPUSD,0.335,0.3529,0.335,0.3464,2885010.17,993530
8/31/2018,XRPUSD,0.3352,0.34,0.3272,0.335,3058816.41,1016748.46
8/30/2018,XRPUSD,0.3448,0.3462,0.3228,0.3352,3882436.92,1285894.9
8/29/2018,XRPUSD,0.3514,0.355,0.3387,0.3448,3737948.04,1291983.21
8/28/2018,XRPUSD,0.3375,0.3579,0.3349,0.3514,6203199.1,2142248.32
8/27/2018,XRPUSD,0.3227,0.34,0.3221,0.3375,3948142.63,1297063.88
8/26/2018,XRPUSD,0.3264,0.3279,0.319,0.3227,1481430.64,478117.47
8/25/2018,XRPUSD,0.3263,0.3322,0.3221,0.3264,1382373.87,452715.01
8/24/2018,XRPUSD,0.326,0.3294,0.3155,0.3263,2449377.6,788036.09
8/23/2018,XRPUSD,0.3178,0.3296,0.3155,0.326,2681244.66,861026.15
8/22/2018,XRPUSD,0.3339,0.3541,0.309,0.3178,7790960.95,2576901.5
8/21/2018,XRPUSD,0.3142,0.3377,0.3123,0.3339,3481150.46,1139836.53
8/20/2018,XRPUSD,0.3423,0.3504,0.312,0.3142,5670025.84,1887317.21
8/19/2018,XRPUSD,0.3294,0.3527,0.319,0.3423,4558489.65,1553394.57
8/18/2018,XRPUSD,0.3682,0.3719,0.3131,0.3294,6873654.13,2306603.62
8/17/2018,XRPUSD,0.2929,0.3772,0.2906,0.3682,7453209.49,2470349.49
8/16/2018,XRPUSD,0.2803,0.3014,0.276,0.2929,6516988.99,1888998.5
8/15/2018,XRPUSD,0.2734,0.3031,0.273,0.2803,11443447.39,3294385.44
8/14/2018,XRPUSD,0.2747,0.2766,0.2465,0.2734,8299485.44,2153799.53
8/13/2018,XRPUSD,0.2958,0.3087,0.271,0.2747,4565337.13,1325481.72
8/12/2018,XRPUSD,0.2933,0.2933,0.2933,0.2933,0,0
8/11/2018,XRPUSD,0.319,0.3198,0.2881,0.2933,5092204.48,1534185.3
8/10/2018,XRPUSD,0.3451,0.3463,0.3125,0.319,4541353.51,1492570.42
